//Version: PianoFingering_v170101
0	0.005981	0.629786	Eb4	69	80	0	1
1	0.005981	5.067590	B3	64	80	1	-1
2	0.177632	0.316986	B4	64	80	0	3
3	0.326555	0.465910	Bb4	64	80	0	2
4	0.475479	0.620814	B4	64	80	0	3
5	0.630384	0.775121	C#5	65	80	0	4
6	0.630384	1.236840	E4	65	80	0	1
7	0.784690	0.922848	Bb4	64	80	0	2
8	0.932417	1.071170	B4	64	80	0	3
9	1.080740	1.227870	C#5	64	80	0	4
10	1.237440	1.843900	F#4	67	80	0	1
11	1.394740	1.532900	Eb5	64	80	0	3
12	1.542470	1.681220	C#5	64	80	0	2
13	1.690790	1.834930	Eb5	64	80	0	3
14	1.844500	1.988640	E5	65	80	0	4
15	1.844500	2.449170	G#4	65	80	0	1
16	1.998210	2.136960	C#5	64	80	0	2
17	2.146530	2.285290	Eb5	64	80	0	3
18	2.294860	2.440190	E5	64	80	0	4
19	2.452160	3.686610	Bb4	69	80	0	1
20	2.627400	2.766750	E5	64	80	0	4
21	2.776320	2.915670	Eb5	64	80	0	3
22	2.925240	3.070580	E5	64	80	0	4
23	3.080150	3.224880	F#5	65	80	0	5
24	3.234450	3.372610	C#5	64	80	0	2
25	3.382180	3.520940	Eb5	64	80	0	3
26	3.530510	3.677640	E5	64	80	0	4
27	3.687210	4.898930	Eb5	67	80	0	3
28	3.844500	3.982660	Bb4	64	80	0	2
29	3.992230	4.130990	G#4	64	80	0	1
30	4.140560	4.284690	Bb4	64	80	0	2
31	4.294260	4.438400	B4	65	80	0	3
32	4.447970	4.586730	G#4	64	80	0	2
33	4.596300	4.735050	Bb4	64	80	0	3
34	4.744620	4.889960	B4	64	80	0	4
35	4.901920	6.284700	C#5	69	80	0	5
36	4.901920	5.529310	F4	69	80	0	1
37	5.077160	5.216510	G#3	64	80	1	-2
38	5.226080	5.365440	F#3	64	80	1	-3
39	5.375010	5.520340	G#3	64	80	1	-2
40	5.529910	7.348690	F#4	65	80	0	2
41	5.529910	5.674650	Bb3	65	80	1	-1
42	5.684220	5.822380	F#3	64	80	1	-3
43	5.831950	5.970700	G#3	64	80	1	-2
44	5.980270	6.127400	Bb3	64	80	1	-1
45	6.136970	6.743430	Eb3	67	80	1	-4
46	6.294270	6.432420	Bb4	64	80	0	3
47	6.441990	6.580750	G#4	64	80	0	2
48	6.590320	6.734460	Bb4	64	80	0	3
49	6.744030	6.888170	B4	65	80	0	4
50	6.744030	7.348690	G#3	65	80	1	-2
51	6.897740	7.036490	G#4	64	80	0	2
52	7.046060	7.184820	Bb4	64	80	0	3
53	7.194390	7.517350	B4	64	80	0	4
54	7.351680	7.979080	F4	69	80	0	1
55	7.351680	7.979080	C#3	69	80	1	-5
56	7.526920	7.666280	G#4	64	80	0	3
57	7.675850	7.815200	F#4	64	80	0	2
58	7.824770	7.970110	G#4	64	80	0	3
59	7.979680	8.124410	Bb4	65	80	0	4
60	7.979680	8.586140	E4	65	80	0	1
61	7.979680	8.586140	F#3	65	80	1	-2
62	8.133980	8.272140	F#4	64	80	0	2
63	8.281710	8.420470	G#4	64	80	0	3
64	8.430040	9.193190	Bb4	64	80	0	4
65	8.586730	10.107100	Eb4	67	80	0	2
66	8.586730	8.734460	B2	67	80	1	-5
67	8.744030	8.882190	Bb3	64	80	1	-2
68	8.891760	9.030510	G#3	64	80	1	-3
69	9.040080	9.184220	Bb3	64	80	1	-2
70	9.193790	9.477290	G#4	65	80	0	5
71	9.193790	9.337930	B3	65	80	1	-1
72	9.347500	9.486260	G#3	64	80	1	-3
73	9.495830	9.780520	F#4	64	80	0	4
74	9.495830	9.634580	Bb3	64	80	1	-2
75	9.644150	9.789490	B3	64	80	1	-1
76	9.801450	10.428800	F4	69	80	0	3
77	9.801450	9.967120	C#3	69	80	1	-3
78	9.976690	10.116000	Eb3	64	80	1	-2
79	10.125600	10.410900	C#4	64	80	0	2
80	10.125600	10.265000	B2	64	80	1	-4
81	10.274500	10.419900	C#3	64	80	1	-3
82	10.429400	11.643000	F#4	65	80	0	4
83	10.429400	10.712900	B3	65	80	0	1
84	10.429400	10.574200	Eb3	65	80	1	-2
85	10.583700	10.721900	B2	64	80	1	-4
86	10.731500	11.018000	Bb3	64	80	0	2
87	10.731500	10.870200	C#3	64	80	1	-3
88	10.879800	11.026900	Eb3	64	80	1	-2
89	11.036500	11.184200	B3	67	80	0	3
90	11.036500	11.643000	G#2	67	80	1	-5
91	11.193800	11.332000	Bb3	64	80	0	2
92	11.341500	11.480300	G#3	64	80	0	1
93	11.489800	11.634000	Bb3	64	80	0	2
94	11.643600	12.248200	F4	65	80	0	5
95	11.643600	11.787700	B3	65	80	0	2
96	11.643600	12.248200	C#3	65	80	1	-2
97	11.797300	11.936000	G#3	64	80	0	1
98	11.945600	12.084300	Bb3	64	80	0	2
99	12.093900	12.239300	B3	64	80	0	1
100	12.251200	14.698000	F#4	64	80	0	5
101	12.251200	12.878600	Bb3	69	80	0	2
102	12.251200	12.416900	F#2	69	80	1	-5
103	12.426500	12.565800	C#3	64	80	1	-2
104	12.575400	12.714700	B2	64	80	1	-3
105	12.724300	12.869600	C#3	64	80	1	-2
106	12.879200	13.485700	B3	65	80	0	1
107	12.879200	13.023900	Eb3	65	80	1	-1
108	13.033500	13.171700	B2	64	80	1	-3
109	13.181200	13.320000	C#3	64	80	1	-2
110	13.329600	13.476700	Eb3	64	80	1	-1
111	13.486300	14.092700	C#4	67	80	0	2
112	13.486300	13.634000	F#2	67	80	1	-4
113	13.643600	13.781700	Bb2	64	80	1	-2
114	13.791300	13.930000	G#2	64	80	1	-3
115	13.939600	14.083800	Bb2	64	80	1	-2
116	14.093300	15.328400	Eb4	65	80	0	1
117	14.093300	14.237500	B2	65	80	1	-1
118	14.247000	14.385800	G#2	64	80	1	-3
119	14.395400	14.534100	Bb2	64	80	1	-2
120	14.543700	14.689000	B2	64	80	1	-1
121	14.701000	15.328400	E2	68	80	1	-5
122	14.876200	15.015600	G#4	64	80	0	3
123	15.025100	15.164500	G4	64	80	0	2
124	15.174100	15.319400	G#4	64	80	0	3
125	15.329000	15.473700	Bb4	65	80	0	4
126	15.329000	16.542500	C#4	65	80	0	1
127	15.329000	15.935400	E3	65	80	1	-1
128	15.483300	15.621400	G4	64	80	0	2
129	15.631000	15.769800	G#4	64	80	0	3
130	15.779300	15.926500	Bb4	64	80	0	4
131	15.936000	16.083800	G4	67	80	0	2
132	15.936000	17.778100	Eb3	67	80	1	-3
133	16.093300	16.231500	Bb4	64	80	0	3
134	16.241100	16.379800	G#4	64	80	0	2
135	16.389400	16.533500	Bb4	64	80	0	3
136	16.543100	16.687200	B4	65	80	0	4
137	16.543100	17.147700	B3	65	80	1	-1
138	16.696800	16.835500	G#4	64	80	0	2
139	16.845100	16.983900	Bb4	64	80	0	3
140	16.993400	17.138800	B4	64	80	0	1
141	17.150700	17.316400	C#5	69	80	0	2
142	17.150700	17.456400	Bb3	69	80	1	-1
