//Version: Python_Output
0	0.00488284	1.02003	B4	71	109	0	1
1	0.00488284	1.02003	D5	74	109	0	2
2	0.00488284	1.02003	F5	77	109	0	3
3	0.00488284	1.02003	G5	79	109	0	4
4	0.00488284	1.02003	B5	83	123	0	5
5	0.282717	0.415042	G#4	68	110	1	3
6	0.400881	0.542972	G4	67	88	1	1
7	0.528812	0.670414	F4	65	110	1	2
8	0.656254	0.786626	D4	62	88	1	4
9	0.772466	0.903326	Eb4	63	88	1	3
10	0.889165	1.03467	D4	62	88	1	1
11	1.02051	1.16602	B3	59	110	1	2
12	1.15186	1.28272	G3	55	88	1	4
13	1.26856	1.39942	G#3	56	88	1	3
14	1.38526	1.52589	G3	55	88	1	1
15	1.51173	1.65235	F3	53	110	1	2
16	1.63819	1.76905	D3	50	88	1	4
17	1.75489	1.88624	Eb3	51	88	1	3
18	1.87208	2.01417	D3	50	88	1	1
19	2.00392	2.17872	B2	47	110	1	2
20	2.16456	2.29689	G2	43	88	1	4
21	2.28273	2.41505	G#2	44	88	1	3
22	2.40089	2.54298	G2	43	88	1	1
23	2.52882	2.67043	F2	41	110	1	2
24	2.65627	2.78664	D2	38	88	1	4
25	2.77248	2.90334	Eb2	39	88	1	3
26	2.88918	3.03469	D2	38	88	1	1
27	3.02053	3.16603	C2	36	110	1	2
28	3.15187	3.28273	G1	31	88	1	5
29	3.26857	3.39943	C2	36	88	1	2
30	3.38527	3.5259	G1	31	88	1	5
31	3.51174	3.88625	G#4	68	80	0	1
32	3.51174	3.88625	Eb5	75	80	0	2
33	3.51174	3.87161	F5	77	80	0	3
34	3.51174	3.87161	G#5	80	94	0	5
35	3.51174	3.65237	C2	36	110	1	2
36	3.63821	3.76907	G1	31	88	1	5
37	3.75491	3.88625	C2	36	78	1	2
38	3.87209	3.97561	G4	67	44	0	1
39	3.87209	3.99954	G5	79	58	0	4
40	3.87209	4.01418	G1	31	68	1	5
41	4.00393	5.02005	D5	74	109	0	1
42	4.00393	5.02005	F5	77	109	0	2
43	4.00393	5.02005	G5	79	109	0	3
44	4.00393	5.02005	D6	86	123	0	5
45	4.00393	4.17483	B1	35	83	1	3
